address,name,labels,name_parsed,0,1,2,3,4
0x7951c7ef839e26f63da87a42c9a87986507f1c07,1inch: Treasury,1inch,1inch,1inch,,,,
0x1e31b601488e97bc247c57af7b6aa336edbc5477,1inch: UP Token,1inch,1inch,1inch,,,,
0x03d1b1a56708fa298198dd5e23651a29b76a16d2,1inch: v1INCH Token,1inch,1inch,1inch,,,,
0xcb8308fcb7bc2f84ed1bea2c016991d34de5cc77,1inch: Whitelist,1inch,1inch,1inch,,,,
0xf779bdde38c39138dcaf1514b8a6b8a6c165642d,1inch: Whitelist info,1inch,1inch,1inch,,,,
0xd47140f6ab73f6d6b6675fb1610bb5e9b5d96fe5,1inch: Old Router V2,"1inch,dex",1inch,1inch,dex,,,
0x317625234562b1526ea2fac4030ea499c5291de4,Aave: LEND To AAVE Migrator,aave,Aave,aave,,,,
0xba3d9687cf50fe253cd2e1cfeede1d6787344ed5,Aave: aAAVE Token V1,"aave,v1",Aave,aave,v1,,,
0xffc97d72e13e01096502cb8eb52dee56f74dad7b,Aave: aAAVE Token V2,"aave,v2",Aave,aave,v2,,,
0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,Aave: AAVE Token,aave,Aave,aave,,,,
0xf7dba49d571745d9d7fcb56225b05bea803ebf3c,Aave: Aave Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0xe1ba0fb44ccb0d11b80f92f4f8ed94ca3ff51d00,Aave: aBAT Token V1,"aave,v1",Aave,aave,v1,,,
0x05ec93c0365baaeabf7aeffb0972ea7ecdd39cf1,Aave: aBAT Token V2,"aave,v2",Aave,aave,v2,,,
0x6ee0f7bb50a54ab5253da0667b0dc2ee526c30a8,Aave: aBUSD Token V1,"aave,v1",Aave,aave,v1,,,
0xa361718326c15715591c299427c62086f69923d9,Aave: aBUSD Token V2,"aave,v2",Aave,aave,v2,,,
0x8dae6cb04688c62d939ed9b68d32bc62e49970b1,Aave: aCRV Token V2,"aave,v2",Aave,aave,v2,,,
0xfc1e690f61efd961294b3e1ce3313fbd8aa4f85d,Aave: aDAI Token V1,"aave,v1",Aave,aave,v1,,,
0x028171bca77440897b824ca71d1c56cac55b68a3,Aave: aDAI Token V2,"aave,v2",Aave,aave,v2,,,
0xac6df26a590f08dcc95d5a4705ae8abbc88509ef,Aave: aENJ Token V2,"aave,v2",Aave,aave,v2,,,
0x3a3a65aab0dd2a17e3f1947ba16138cd37d08c04,Aave: aETH Token,aave,Aave,aave,,,,
0x9d91be44c06d373a8a226e1f3b146956083803eb,Aave: aKNC Token V1,"aave,v1",Aave,aave,v1,,,
0x39c6b3e42d6a679d7d776778fe880bc9487c2eda,Aave: aKNC Token V2,"aave,v2",Aave,aave,v2,,,
0x7d2d3688df45ce7c552e19c27e007673da9204b8,Aave: aLEND Token,aave,Aave,aave,,,,
0xa64bd6c70cb9051f6a9ba1f163fdc07e0dfb5f84,Aave: aLINK Token V1,"aave,v1",Aave,aave,v1,,,
0xa06bc25b5805d5f8d82847d191cb4af5a3e873e0,Aave: aLINK Token V2,"aave,v2",Aave,aave,v2,,,
0x6fce4a401b6b80ace52baaefe4421bd188e76f6f,Aave: aMANA Token V1,"aave,v1",Aave,aave,v1,,,
0xa685a61171bb30d4072b338c80cb7b2c865c873e,Aave: aMANA Token V2,"aave,v2",Aave,aave,v2,,,
0x7deb5e830be29f91e298ba5ff1356bb7f8146998,Aave: aMKR Token V1,"aave,v1",Aave,aave,v1,,,
0xc713e5e149d5d0715dcd1c156a020976e7e56b88,Aave: aMKR Token V2,"aave,v2",Aave,aave,v2,,,
0x9a8ca7e1d64afff2664443b3803f280345f5336b,Aave: AMPL Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0xf013d90e4e4e3baf420dfea60735e75dbd42f1e1,Aave: AMPL Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0xcc12abe4ff81c9378d670de1b57f8e0dd228d77a,Aave: aREN Token V2,"aave,v2",Aave,aave,v2,,,
0x71010a9d003445ac60c4e6a7017c1e89a477b438,Aave: aREP Token,aave,Aave,aave,,,,
0x328c4c80bc7aca0834db37e6600a6c49e12da4de,Aave: aSNX Token V1,"aave,v1",Aave,aave,v1,,,
0x35f6b052c598d933d69a4eec4d04c73a191fe6c2,Aave: aSNX Token V2,"aave,v2",Aave,aave,v2,,,
0x625ae63000f46200499120b906716420bd059240,Aave: aSUSD Token V1,"aave,v1",Aave,aave,v1,,,
0x6c5024cd4f8a59110119c56f8933403a539555eb,Aave: aSUSD Token V2,"aave,v2",Aave,aave,v2,,,
0x4da9b813057d04baef4e5800e36083717b4a0341,Aave: aTUSD Token V1,"aave,v1",Aave,aave,v1,,,
0x101cc05f4a51c0319f570d5e146a8c625198e636,Aave: aTUSD Token V2,"aave,v2",Aave,aave,v2,,,
0xb124541127a0a657f056d9dd06188c4f1b0e5aab,Aave: aUNI Token V1,"aave,v1",Aave,aave,v1,,,
0xb9d7cb55f463405cdfbe4e90a6d2df01c2b92bf1,Aave: aUNI Token V2,"aave,v2",Aave,aave,v2,,,
0x9ba00d6856a4edf4665bca2c2309936572473b7e,Aave: aUSDC Token V1,"aave,v1",Aave,aave,v1,,,
0xbcca60bb61934080951369a648fb03df4f96263c,Aave: aUSDC Token V2,"aave,v2",Aave,aave,v2,,,
0x71fc860f7d3a592a4a98740e39db31d25db65ae8,Aave: aUSDT Token V1,"aave,v1",Aave,aave,v1,,,
0x3ed3b47dd13ec9a98b44e6204a523e766b225811,Aave: aUSDT Token V2,"aave,v2",Aave,aave,v2,,,
0xfc4b8ed459e00e5400be803a9bb3954234fd50e3,Aave: aWBTC Token V1,"aave,v1",Aave,aave,v1,,,
0x9ff58f4ffb29fa2266ab25e75e2a8b3503311656,Aave: aWBTC Token V2,"aave,v2",Aave,aave,v2,,,
0x030ba81f1c18d280636f32af80b9aad02cf0854e,Aave: aWETH Token V2,"aave,v2",Aave,aave,v2,,,
0x12e51e77daaa58aa0e9247db7510ea4b46f9bead,Aave: aYFI Token V1,"aave,v1",Aave,aave,v1,,,
0x5165d24277cd063f5ac44efd447b27025e888f37,Aave: aYFI Token V2,"aave,v2",Aave,aave,v2,,,
0x6fb0855c404e09c47c3fbca25f08d4e41f9f062f,Aave: aZRX Token V1,"aave,v1",Aave,aave,v1,,,
0xdf7ff54aacacbff42dfe29dd6144a69b629f8c9e,Aave: aZRX Token V2,"aave,v2",Aave,aave,v2,,,
0xfc0eace19aa7498e0f36ef1607d282a8d6debbdd,Aave: BAL Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0x13210d4fe0d5402bd7ecbc4b5bc5cfca3b71adb0,Aave: BAL Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0xbdfc85b140edf1feafd6ed664027aa4c23b4a29f,Aave: BAT Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0x277f8676facf4daa5a6ea38ba511b7f65aa02f9f,Aave: BAT Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0xfc218a6dfe6901cb34b1a5281fc6f1b8e7e56877,Aave: BAT Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0x26d40544447f68a3de69005822195549934624b9,Aave: BUSD Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0x4a7a63909a72d268b1d8a93a9395d098688e0e5c,Aave: BUSD Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0xba429f7011c9fa04cdd46a2da24dc0ff0ac6099c,Aave: BUSD Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0x9288059a74f589c919c7cf1db433251cdfeb874b,Aave: CRV Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0x00ad8ebf64f141f1c81e9f8f792d3d1631c6c684,Aave: CRV Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0xfffe32106a68aa3ed39ccce673b646423eeab62a,Aave: DAI Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0x778a13d3eeb110a4f7bb6529f99c000119a08e92,Aave: DAI Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0x6c3c78838c761c6ac7be9f59fe808ea2a6e4379d,Aave: DAI Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0x4a4fb6b26e7f516594b7242240039ea8faac897a,Aave: ENJ Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0x943dcca156b5312aa24c1a08769d67fece4ac14c,Aave: ENJ Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0x38995f292a6e31b78203254fe1cdd5ca1010a446,Aave: ENJ Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0x2893405d64a7bc8db02fa617351a5399d59ecf8d,Aave: GUSD Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0xf8ac64ec6ff8e0028b37eb89772d21865321bce0,Aave: GUSD Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0x279af5b99540c1a3a7e3cdd326e19659401ef99e,Aave: GUSD Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0xe3a3de71b827cb73663a24cdb6243ba7f986cc3b,Aave: Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0xfdbda42d2ac1bfbbc10555eb255de8387b8977c4,Aave: KNC Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0x9915dfb872778b2890a117da1f35f335eb06b54f,Aave: KNC Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0x6b05d1c608015ccb8e205a690cb86773a96f39f1,Aave: KNC Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0x80fb784b7ed66730e8b1dbd9820afd29931aab03,Aave: LEND Token,aave,Aave,aave,,,,
0x3dfd23a6c5e8bbcfc9581d2e864a68feb6a076d3,Aave: Lending Pool Core V1,"aave,loans",Aave,aave,loans,,,
0x24a42fd28c976a61df5d00d0599c34c4f90748c8,Aave: Lending Pool Provider V1,aave,Aave,aave,,,,
0x398ec7346dcd622edc5ae82352f02be94c62d119,Aave: Lending Pool V1,aave,Aave,aave,,,,
0xed6547b83276b076b771b88fccbd68bdedb3927f,Aave: Link Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0xfb4aec4cc858f2539ebd3d37f2a43eae5b15b98a,Aave: Link Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0x0b8f12b1788bfde65aa1ca52e3e9f3ba401be16d,Aave: Link Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0x004fc239848d8a8d3304729b78ba81d73d83c99f,Aave: Mana Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0xd86c74ea2224f4b8591560652b50035e4e5c0a3b,Aave: MANA Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0x0a68976301e46ca6ce7410db28883e309ea0d352,Aave: Mana Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0xc01c8e4b12a89456a9fd4e4e75b72546bf53f0b5,Aave: MKR Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0xba728ead5e496be00dcf66f650b6d7758ecb50f8,Aave: MKR Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0x404d396fc42e20d14585a1a10cd64bddc6c6574a,Aave: PAX Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0xfdb93b3b10936cf81fa59a02a7523b6e2149b2b7,Aave: PAX Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0x4965f6fa20fe9728decf5165016fc338a5a85abf,Aave: Proxy,"aave,proxy-contract",Aave,aave,proxy-contract,,,
0xa7d4df837926cd55036175afef38395d56a64c22,Aave: RAI Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0xb5385132ee8321977fff44b60cde9fe9ab0b4e6b,Aave: RAI Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0x9b1e3c7483f0f21abfeae3aebc9b47b5f23f5bb0,Aave: REN Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0x3356ec1efa75d9d150da1ec7d944d9edf73703b7,Aave: REN Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0xcd9d82d33bd737de215cdac57fe2f7f04df77fe0,Aave: REN Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0xb140cb1306b396c658a5438602b6857842e1e98a,Aave: RenFIL Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0xcaad05c49e14075077915cb5c820eb3245afb950,Aave: RenFIL Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0x348e2ebd5e962854871874e444f4122399c02755,Aave: RenFIL Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0xcc92073dde8ae03baa1812ac5cf22e69b5e76914,Aave: SNX Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0x8575c8ae70bdb71606a53aea1c6789cb0fbf3166,Aave: SNX Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0x267eb8cf715455517f9bd5834aeae3cea1ebdbd8,Aave: SNX Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0x3082d0a473385ed2cbd1f16087ab8b7bf79f0355,Aave: SUSD Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0x30b0f7324fedf89d8eff397275f8983397efe4af,Aave: SUSD Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0xdc6a3ab17299d9c2a412b0e0a4c1f55446ae0817,Aave: SUSD Variable Debt V2,"aave,v2",Aave,aave,v2,,,
0x0ddec679166c367ae45036c8b2c169c5fb2dcee1,Aave: TUSD Interest Rate Strategy V2,"aave,v2",Aave,aave,v2,,,
0x7f38d60d94652072b2c44a18c0e14a481ec3c0dd,Aave: TUSD Stable Debt V2,"aave,v2",Aave,aave,v2,,,
0x01c0eb1f8c6f1c1bf74ae028697ce7aa2a8b0e92,Aave: TUSD Variable Debt V2,"aave,v2",Aave,aave,v2,,,
