address,chain,contract,tags_id,tags_label,tags_rank,tags_excludeEntities,tags_tagParams,arkhamLabel_name,arkhamLabel_chainType,name,note,id,type,service,addresses,website,twitter,crunchbase,linkedin
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,blast,False,,,,,,,,0x,,0x,dex,,,https://0x.org,https://twitter.com/0xProject,https://www.crunchbase.com/organization/0x-project,https://www.linkedin.com/company/0x
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,bsc,False,,,,,,,,0x,,0x,dex,,,https://0x.org,https://twitter.com/0xProject,https://www.crunchbase.com/organization/0x-project,https://www.linkedin.com/company/0x
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,ethereum,True,,,,,,exchange proxy flash wallet,evm,0x,,0x,dex,,,https://0x.org,https://twitter.com/0xProject,https://www.crunchbase.com/organization/0x-project,https://www.linkedin.com/company/0x
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,flare,False,,,,,,,,0x,,0x,dex,,,https://0x.org,https://twitter.com/0xProject,https://www.crunchbase.com/organization/0x-project,https://www.linkedin.com/company/0x
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,linea,False,,,,,,,,0x,,0x,dex,,,https://0x.org,https://twitter.com/0xProject,https://www.crunchbase.com/organization/0x-project,https://www.linkedin.com/company/0x
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,manta,False,,,,,,,,0x,,0x,dex,,,https://0x.org,https://twitter.com/0xProject,https://www.crunchbase.com/organization/0x-project,https://www.linkedin.com/company/0x
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,mantle,False,,,,,,,,0x,,0x,dex,,,https://0x.org,https://twitter.com/0xProject,https://www.crunchbase.com/organization/0x-project,https://www.linkedin.com/company/0x
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,optimism,False,,,,,,,,0x,,0x,dex,,,https://0x.org,https://twitter.com/0xProject,https://www.crunchbase.com/organization/0x-project,https://www.linkedin.com/company/0x
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,polygon,False,,,,,,,,0x,,0x,dex,,,https://0x.org,https://twitter.com/0xProject,https://www.crunchbase.com/organization/0x-project,https://www.linkedin.com/company/0x
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,sonic,False,,,,,,,,0x,,0x,dex,,,https://0x.org,https://twitter.com/0xProject,https://www.crunchbase.com/organization/0x-project,https://www.linkedin.com/company/0x
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,arbitrum_one,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,avalanche,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,base,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,blast,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,bsc,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,ethereum,True,,,,,,uni-usdc 2,evm,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,flare,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,linea,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,manta,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,mantle,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,optimism,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,polygon,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xd0fc8ba7e267f2bc56044a7715a489d851dc6d78,sonic,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0x9696d4999a25766719d0e80294f93bb62a5a3178,arbitrum_one,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,avalanche,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,base,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,blast,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,bsc,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,ethereum,True,,,,,,eth-torn,evm,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,flare,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,linea,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,manta,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,mantle,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,optimism,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,polygon,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0x9696d4999a25766719d0e80294f93bb62a5a3178,sonic,False,,,,,,,,1inch,,1inch,dex-aggregator,,,https://1inch.io,https://twitter.com/1inch,https://www.crunchbase.com/organization/1inch-limited,https://www.linkedin.com/company/1inch
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,arbitrum_one,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,avalanche,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,base,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,blast,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,bsc,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,ethereum,True,,,,,,ldo 2,evm,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,flare,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,linea,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,manta,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,mantle,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,optimism,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,polygon,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,sonic,False,,,,,,,,Uniswap,,uniswap,dex,,,https://uniswap.org,https://twitter.com/Uniswap,https://www.crunchbase.com/organization/uniswap-labs,https://www.linkedin.com/company/uniswaporg
0xcdd41009e74bd1ae4f7b2eecf892e4bc718b9302,arbitrum_one,False,,,,,,,,Velodrome Finance,,velodrome-finance,dex,,,https://velodrome.finance,https://twitter.com/VelodromeFi,,
0xcdd41009e74bd1ae4f7b2eecf892e4bc718b9302,avalanche,False,,,,,,,,Velodrome Finance,,velodrome-finance,dex,,,https://velodrome.finance,https://twitter.com/VelodromeFi,,
0xcdd41009e74bd1ae4f7b2eecf892e4bc718b9302,base,False,,,,,,,,Velodrome Finance,,velodrome-finance,dex,,,https://velodrome.finance,https://twitter.com/VelodromeFi,,
0xcdd41009e74bd1ae4f7b2eecf892e4bc718b9302,blast,False,,,,,,,,Velodrome Finance,,velodrome-finance,dex,,,https://velodrome.finance,https://twitter.com/VelodromeFi,,
0xcdd41009e74bd1ae4f7b2eecf892e4bc718b9302,bsc,False,,,,,,,,Velodrome Finance,,velodrome-finance,dex,,,https://velodrome.finance,https://twitter.com/VelodromeFi,,
0xcdd41009e74bd1ae4f7b2eecf892e4bc718b9302,ethereum,False,,,,,,,,Velodrome Finance,,velodrome-finance,dex,,,https://velodrome.finance,https://twitter.com/VelodromeFi,,
0xcdd41009e74bd1ae4f7b2eecf892e4bc718b9302,flare,False,,,,,,,,Velodrome Finance,,velodrome-finance,dex,,,https://velodrome.finance,https://twitter.com/VelodromeFi,,
